name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
FSSAI Internship Programme 2025,"Graduate, postgraduate degree, higher degree holders",India,Closed,"Stipend of ₹10,000 per month and a certificate","FSSAI Internship Programme 2025 is an opportunity offered by the Food Safety & Standards Authority of India (FSSAI) to graduate, postgraduate, and higher degree holders. The internship programme will provide interns with unique learning opportunities in various areas of food regulation of food safety administration. The selected candidates will receive a stipend of ₹10,000 per month and a certificate from the respective FSSAI (HQ)/Regional Offices/Laboratories on successful completion of the internship i.e. on submission and review of the final report/presentation.Source:FSSAI Portal",fssaiinternship@gmail.com,Null,https://www.fssai.gov.in/,mixed,"{'Original website': 'https://www.fssai.gov.in/', 'Apply online link': 'https://sites.fssai.gov.in/internship/inform.php', 'Latest scholarship link': 'https://sites.fssai.gov.in/internship/files/advertisement.pdf', 'Others': 'https://sites.fssai.gov.in/internship/files/UserManual.pdf'}","Food Safety and Standards Authority of India
3rd & 4th Floor, FDA Bhawan,
Kotla Road, Near Bal Bhawan
New Delhi - 110002
Email Id:
fssaiinternship@gmail.com"
C H Muhammedkoya Scholarship (CHMS) Kerala 2025-26,"Female students pursuing Undergraduate, Postgraduate and Professional courses",India,Closed,"Up to ₹13,000 per year","C H Muhammedkoya Scholarship (CHMS) Kerala 2025-26 is an opportunity offered by the Department of Minority Welfare, Government of Kerala to female students pursuing undergraduate, postgraduate and professional courses in Kerala belonging to minority communities. The selected candidate will receive benefits of up to ₹13,000 per year and other awards.Source:Department of Minority Welfare",scholarship.mwd@gmail.com,Null,http://dcescholarship.kerala.gov.in/,monetary,"{'Original website': 'http://dcescholarship.kerala.gov.in/', 'Apply online link': 'https://www.scholarship.minoritywelfare.kerala.gov.in/dmw_ma/dmw_ind.php', 'Ask question': 'https://www.scholarship.minoritywelfare.kerala.gov.in/dmw_ma/dmwfaq.php?token_main=b338555a1cafee8be313144ae811e31d'}","Directorate of Minority Welfare,
4th Floor, Vikas Bhavan,
Thiruvananthapuram - 695033
Email ID:
scholarship.mwd@gmail.com
| Phone Number:
(0471) 2302090/2300524"
Edge Hill University GREAT Scholarships 2025,Postgraduate applicants,United Kingdom,Closed,"A minimum of £10,000 for one-year of study","Edge Hill University GREAT Scholarships 2025 is an opportunity offered by Edge Hill University in partnership with the British Council to Indian post-graduate applicants to access world-class UK higher education opportunities. The selected candidate will receive a minimum of £10,000 for a one-year full-time programme at Edge Hill University.Source:Edge Hill University",Null,1695 575171,https://www.edgehill.ac.uk/,other,"{'Original website': 'https://www.edgehill.ac.uk/', 'Apply online link': 'https://www.edgehill.ac.uk/departments/support/international/fees-and-scholarships/edge-hill-university-great-scholarships/', 'Latest scholarship link': 'https://www.edgehill.ac.uk/departments/support/international/fees-and-scholarships/edge-hill-university-great-scholarships/'}","Edge Hill University
St Helens Road, Ormskirk
Lancashire, L39 4QP
United Kingdom
Phone Number:
(+44) 1695 575171"
"Promotion of Science Education (POSE) Scholarship Scheme, Haryana 2024-25",First year UG/PG students pursuing Basic and Natural Science course,India,Closed,"A scholarship up to ₹6,000 per month and one-time mentorship grant up to ₹22,000","Promotion of Science Education (POSE) Scholarship Scheme, Haryana 2024-25is an initiative of the Haryana State Council for Science and Technology, Government of Haryana, for students who want to pursue higher studies in Basic and Natural Science subjects. The scheme aims to provide financial support for the continuation of science education up to a higher level. Selected students will receive a scholarship of up to ₹6,000 per month and a one-time mentorship grant of up to ₹22,000.Source:Har-Chhatravratti Portal",pose.scholarship@gmail.com,Null,https://harchhatravratti.highereduhry.ac.in/Index,mixed,"{'Latest scholarship link': 'https://harchhatravratti.highereduhry.ac.in/', 'Apply online link': 'https://harchhatravratti.highereduhry.ac.in/Index'}","Haryana State Council for Science & Technology
The Secretary, Executive Committee,
Bays No. 35-38, Sector 2, Panchkula
Email ID:
pose.scholarship@gmail.com |
Phone number:
(0172)-2560309, 2560339"
Nottingham University Developing Solutions Masters Scholarship 2025,Master's degree applicants at the University of Nottingham,United Kingdom,Closed,A scholarship covering either 50% or 100% of tuition fees,"Nottingham University Developing Solutions Masters Scholarship 2025 is an initiative of the University of Nottingham, for master's degree applicants. This scholarship programme is designed for international students who want to make a difference in the development of key economic, environmental, structural, social, or political structures in their home country. The selected scholars will receive scholarships covering up to 100% of full-time masters tuition fees.Source:University of Nottingham",scholarship-assistant@nottingham.ac.uk,115 951 5151,https://www.nottingham.ac.uk/pgstudy/funding/developing-solutions-masters-scholarship,mixed,"{'Apply online link': 'https://www.nottingham.ac.uk/pgstudy/funding/developing-solutions-masters-scholarship', 'Others': 'https://www.buddy4study.com/scholarship/nottingham-university-developing-solutions-masters-scholarship'}","University of Nottingham
University Park
Nottingham, NG7 2RD
Email ID:
scholarship-assistant@nottingham.ac.uk |
Phone number:
+44 (0) 115 951 5151"
University of Bath GREAT Scholarship India 2025,Postgraduate applicants,United Kingdom,Closed,"A partial tuition fee of £10,000 for one year of study","University of Bath GREAT Scholarship India 2025 is an opportunity offered by the University of Bath in collaboration with the British Council's Study UK campaign. Under this programme, students from 15 countries including India will receive financial support to pursue postgraduate study in the UK. A selected Indian student will receive a partial tuition fee of £10,000 for one year of study.Source:University of Bath, UK",postgraduate-taught-funding@bath.ac.uk,1225383901,https://www.bath.ac.uk/,tuition_waiver,"{'Latest scholarship link': 'https://www.bath.ac.uk/guides/applying-for-a-great-scholarship-2025/#great-scholarships-2025', 'Apply online link': 'https://www.bath.ac.uk/guides/applying-for-a-taught-postgraduate-course/#choose-a-course', 'Original website': 'https://www.bath.ac.uk/'}","University of Bath
Claverton Down, Bath, BA2 7AY
Email ID:
postgraduate-taught-funding@bath.ac.uk
| Phone Number:
(+44)1225383901"
University of Nottingham - GREAT Scholarships 2025,Postgraduate applicants at the University of Nottingham,United Kingdom,Closed,"A minimum of £10,000 for one-year of study","University of Nottingham - GREAT Scholarships 2025 is a joint initiative of the University of Nottingham, UK with the British Council and the GREAT Britain Campaign, for students from China, Mexico, Pakistan or Turkey who wish to pursue one-year postgraduate taught courses at the Nottingham University. A minimum of £10,000 will be awarded to the selected students. Under this programme, students can apply for courses in a range of subjects, at the 71 institutions across England, Scotland, Wales, and Northern Ireland.Source:University of Nottingham",international-office@nottingham.ac.uk,5 951 5559,https://www.nottingham.ac.uk/about/,other,"{'Latest scholarship link': 'https://www.nottingham.ac.uk/pgstudy/funding/great-scholarships', 'Original website': 'https://www.nottingham.ac.uk/about/', 'Apply online link': 'https://www.nottingham.ac.uk/pgstudy/how-to-apply/taught.aspx'}","University of Nottingham
C Floor, YANG Fujia Building
Jubilee Campus, Wollaton Road
Nottingham, NG8 1BB, UK
Email ID:
international-office@nottingham.ac.uk |
Contact Number:
(011)5 951 5559"
Aston University GREAT Scholarships 2025-26,Postgraduate applicants at Aston University,United Kingdom,Closed,"A minimum of £10,000 for one-year of study","Aston University GREAT Scholarships 2025-26 is a joint initiative of the British Council and Aston University, for students from India, Thailand, Pakistan, and Vietnam who wish to pursue one-year postgraduate taught courses at the university. A minimum award of £10,000 for a year of study will be awarded to one student from each country.The GREAT Scholarships 2025 programme, launched by the British Council together with 72 UK universities, supports postgraduate students from Bangladesh, China, Egypt, Ghana, Greece, Kenya, India, Indonesia, Malaysia, Mexico, Nigeria, Pakistan, Thailand, Turkey, and Vietnam to access world-class UK higher education opportunities.Source:Aston University",astonindiateam@aston.ac.uk,121 204 3000,https://www.aston.ac.uk/,other,"{'Apply online link': 'https://www.aston.ac.uk/international/scholarships/GREAT', 'Original website': 'https://www.aston.ac.uk/', 'Latest scholarship link': 'https://www.aston.ac.uk/international/scholarships/GREAT'}","Aston University
Aston St, Birmingham
B4 7ET, United Kingdom
Email ID:
astonindiateam@aston.ac.uk |
Phone number: (
+44) (0)121 204 3000"
Inlaks Shivdasani Scholarships 2025,Indian students willing to pursue PG degree abroad,Abroad,Closed,"A maximum of USD 1,00,000 and other benefits (one-time)","Inlaks Shivdasani Scholarships 2025  is a merit-based opportunity offered by the Inlaks Shivdasani Foundation (a non-profit organisation), to Indian students pursuing postgraduate studies at European, American, and UK universities abroad. The selected students will receive a maximum of USD 100,000 and orher benefits.Source:Inlaks Shivdasani Foundation",applications@inlaksfoundation.org,Null,https://inlaksfoundation.org/,monetary,"{'Apply online link': 'https://inlaksfoundation.org/opportunities/scholarship/', 'Latest scholarship link': 'https://inlaksfoundation.org/opportunities/scholarship/', 'Original website': 'https://inlaksfoundation.org/'}","Inlaks Shivdasani Foundation
Email ID:
applications@inlaksfoundation.org"
Aga Khan Foundation International Scholarship 2025-26,Students enrolled in Master's or Ph.D. degree program,India,Closed,Tuition fees and living expenses,"Aga Khan Foundation International Scholarship 2025-26 is an opportunity offered by the Aga Khan Foundation to students enrolled in master's or Ph.D. degree programmes. The scholarship program aims to support outstanding students from developing countries who have no other means of financing their studies, enabling them to pursue higher education at institutions of their choice. The selected students will receive coverage for tuition fees and living expenses for the entire duration of their degree course.Source:Aga Khan Foundation",scholarship.esc@djtrust.org,Null,https://the.akdn/en/home,tuition_waiver,"{'Apply online link': 'https://the.akdn/en/what-we-do/developing-human-capacity/education/international-scholarships', 'Original website': 'https://the.akdn/en/home'}","Aga Khan Foundation (India)
Sarojini House, 2nd floor
6, Bhagwan Dass Road
New Delhi 110001, INDIA
Email ID:
scholarship.esc@djtrust.org; 2025.akfisp.india@gmail.com (India)"
"Smart Fellowships, ICGEB 2025",Ph.D. degree holders or pursuing M.Sc. or equivalent,India,Closed,"A monthly stipend ranging US$ 800 to 1,500 and other benefits","Smart Fellowships, ICGEB 2025, offered by the International Centre for Genetic Engineering and Biotechnology (ICGEB), is an initiative for early-career scientists to spend 3-9 months at a research institution in a different ICGEB Member State. Selected candidates receive monthly stipends ranging from US$800 to US$1,500, determined by local conditions in the host country and the applicant's seniority.Source:International Centre for Genetic Engineering and Biotechnology (ICGEB)",fellowships@icgeb.org,Null,https://www.icgeb.org/,monetary,"{'Apply online link': 'https://www.icgeb.org/fellowships/smart-fellowships-2/', 'Original website': 'https://www.icgeb.org/', 'Latest scholarship link': 'https://www.icgeb.org/fellowships/smart-fellowships-2/'}","Fellowships UnitInternational Center for Genetic Engineering and Biotechnology (ICGEB)
Aruna Asaf Ali Marg, Jawaharlal Nehru University,
New Delhi, Delhi - 110067
Email ID:
fellowships@icgeb.org
| Phone Number:
(011) 2674 1358"
